100,13.366,7,61.260,75.074
101,13.366,7,61.421,74.441
102,13.366,7,60.229,73.796
103,13.366,7,62.577,78.334
104,13.366,7,65.665,87.640
105,13.366,7,64.931,86.325
106,13.366,7,63.371,82.525
107,13.366,7,62.469,80.732
108,13.366,7,61.702,79.004
109,13.366,7,61.855,79.313
110,13.366,7,62.796,81.263
111,13.366,7,61.978,80.037
112,13.366,7,62.669,81.439
113,13.366,7,63.076,84.009
114,13.366,7,62.988,83.736
115,13.366,7,62.269,83.051
116,13.366,7,60.887,80.521
117,13.366,7,59.810,78.740
118,13.366,7,59.543,78.225
119,13.366,7,59.261,78.324
120,13.366,7,58.781,78.362
121,13.366,7,58.662,78.521
122,13.366,7,59.204,79.619
123,13.366,7,58.563,78.109
124,13.366,7,58.658,79.152
125,13.366,7,57.910,78.314
126,13.366,7,57.665,78.379
127,13.366,7,57.581,78.612
128,13.366,7,57.477,78.548
129,13.366,7,56.805,77.943
130,13.366,7,56.784,78.361
131,13.366,7,56.443,78.368
132,13.366,7,56.328,78.439
133,13.366,7,56.624,79.434
134,13.366,7,56.173,78.967
135,13.366,7,55.921,79.080
136,13.366,7,55.536,79.083
137,13.366,7,55.544,79.031
138,13.366,7,54.968,78.919
139,13.366,7,54.849,78.945
140,13.366,7,54.628,78.683
141,13.366,7,54.779,78.940
142,13.366,7,54.818,78.815
143,13.366,7,54.022,78.411
144,13.366,7,54.196,78.874
145,13.366,7,53.730,78.857
146,13.366,7,53.813,78.821
147,13.366,7,53.005,78.721
148,13.366,7,52.806,78.914
149,13.366,7,52.639,79.378
150,13.366,7,51.891,79.229
151,13.366,7,52.326,79.689
152,13.366,7,51.513,79.962
153,13.366,7,52.506,81.185
154,13.366,7,51.294,80.599
155,13.366,7,52.390,81.754
156,13.366,7,51.404,81.486
157,13.366,7,51.455,82.153
158,13.366,7,51.912,82.851
159,13.366,7,50.420,81.991
160,13.366,7,50.893,82.386
161,13.366,7,50.611,82.621
162,13.366,7,50.769,83.153
163,13.366,7,50.189,82.859
164,13.366,7,49.971,83.136
165,13.366,7,49.972,83.275
166,13.366,7,50.098,83.449
167,13.366,7,49.792,83.331
168,13.366,7,49.612,83.623
169,13.366,7,49.007,83.409
170,13.366,7,48.991,83.854
171,13.366,7,48.871,83.849
172,13.366,7,48.931,84.128
173,13.366,7,49.224,84.531
174,13.366,7,48.567,84.316
175,13.366,7,48.329,84.474
176,13.366,7,48.228,84.426
177,13.366,7,48.770,85.102
178,13.366,7,48.138,84.811
179,13.366,7,48.411,85.359
180,13.366,7,48.000,85.424
181,13.366,7,47.307,85.191
182,13.366,7,47.007,85.254
183,13.366,7,47.047,85.802
184,13.366,7,47.095,85.770
185,13.366,7,46.487,85.406
186,13.366,7,46.469,85.246
187,13.366,7,46.835,85.626
188,13.366,7,46.313,85.581
189,13.366,7,46.122,85.764
190,13.366,7,46.042,86.184
191,13.366,7,45.437,85.704
192,13.366,7,45.180,85.704
193,13.366,7,45.261,86.370
194,13.366,7,45.700,86.655
195,13.366,7,45.321,86.852
196,13.366,7,45.210,86.806
197,13.366,7,44.898,87.015
198,13.366,7,44.899,87.390
199,13.366,7,44.569,87.344
200,13.366,7,44.813,87.946
201,13.366,7,44.193,87.608
202,13.366,7,44.454,88.144
203,13.366,7,43.869,88.297
204,13.366,7,43.723,88.572
205,13.366,7,43.567,88.457
206,13.366,7,43.727,88.688
207,13.366,7,43.665,88.750
208,13.366,7,43.521,89.000
209,13.366,7,43.218,89.167
210,13.366,7,43.174,89.898
211,13.366,7,43.091,89.829
212,13.366,7,43.065,90.039
213,13.366,7,43.202,90.036
214,13.366,7,42.982,90.392
215,13.366,7,43.169,90.680
216,13.366,7,42.844,90.963
217,13.366,7,43.115,90.980
218,13.366,7,42.679,91.188
219,13.366,7,42.213,91.730
220,13.366,7,41.752,91.563
221,13.366,7,41.722,91.613
222,13.366,7,41.694,91.847
223,13.366,7,42.183,92.475
224,13.366,7,41.888,92.584
225,13.366,7,41.884,93.140
226,13.366,7,41.717,93.820
227,13.366,7,41.127,93.744
228,13.366,7,40.851,94.077
229,13.366,7,40.838,94.018
230,13.366,7,40.762,94.198
231,13.366,7,40.783,94.439
232,13.366,7,40.564,94.804
233,13.366,7,40.621,94.882
234,13.366,7,40.444,95.120
235,13.366,7,40.480,95.335
236,13.366,7,40.212,95.298
237,13.366,7,40.274,95.629
238,13.366,7,40.247,95.720
239,13.366,7,40.445,95.943
240,13.366,7,40.256,96.077
