100,-13.366,-8,27.594,54.455
103,-13.366,-8,61.958,83.513
104,-13.366,-8,36.317,57.127
106,-13.366,-8,33.988,57.967
107,-13.366,-8,35.968,58.955
108,-13.366,-8,41.397,61.305
109,-13.366,-8,38.876,58.411
110,-13.366,-8,31.945,59.514
111,-13.366,-8,27.858,55.750
112,-13.366,-8,34.478,57.072
113,-13.366,-8,40.798,64.239
114,-13.366,-8,54.083,71.459
115,-13.366,-8,31.619,60.726
116,-13.366,-8,40.600,64.446
117,-13.366,-8,30.779,63.345
118,-13.366,-8,38.208,63.058
119,-13.366,-8,41.826,65.240
120,-13.366,-8,33.332,60.669
121,-13.366,-8,37.602,65.816
122,-13.366,-8,37.538,65.124
123,-13.366,-8,35.927,64.067
124,-13.366,-8,33.834,65.084
125,-13.366,-8,33.228,63.624
126,-13.366,-8,37.922,66.195
127,-13.366,-8,32.602,65.801
128,-13.366,-8,35.635,64.483
129,-13.366,-8,40.484,69.347
130,-13.366,-8,37.144,69.360
131,-13.366,-8,30.112,66.045
132,-13.366,-8,36.446,67.111
133,-13.366,-8,32.616,67.966
134,-13.366,-8,33.208,67.178
135,-13.366,-8,33.896,67.660
136,-13.366,-8,32.944,67.691
137,-13.366,-8,32.308,68.685
138,-13.366,-8,32.913,69.062
139,-13.366,-8,33.354,68.805
140,-13.366,-8,32.918,69.396
141,-13.366,-8,34.569,70.408
142,-13.366,-8,38.012,70.724
143,-13.366,-8,34.054,70.129
144,-13.366,-8,36.138,70.782
145,-13.366,-8,32.125,69.762
146,-13.366,-8,32.433,70.424
147,-13.366,-8,33.694,70.534
148,-13.366,-8,31.794,71.262
149,-13.366,-8,33.166,70.883
150,-13.366,-8,35.101,72.016
151,-13.366,-8,35.344,72.945
152,-13.366,-8,34.003,72.068
153,-13.366,-8,33.690,74.162
154,-13.366,-8,35.164,74.365
155,-13.366,-8,31.777,72.798
156,-13.366,-8,35.309,75.314
157,-13.366,-8,32.969,73.650
158,-13.366,-8,35.785,74.596
159,-13.366,-8,32.266,73.707
160,-13.366,-8,37.305,76.386
161,-13.366,-8,37.024,76.051
162,-13.366,-8,39.386,78.585
163,-13.366,-8,33.151,75.731
164,-13.366,-8,31.609,75.147
165,-13.366,-8,37.383,81.183
166,-13.366,-8,36.617,77.896
167,-13.366,-8,30.867,76.597
168,-13.366,-8,34.137,77.502
169,-13.366,-8,32.918,77.164
170,-13.366,-8,31.100,77.429
171,-13.366,-8,33.824,78.853
172,-13.366,-8,33.589,77.753
173,-13.366,-8,38.824,81.815
174,-13.366,-8,32.018,78.601
175,-13.366,-8,28.103,78.622
176,-13.366,-8,33.155,79.015
177,-13.366,-8,39.251,84.816
178,-13.366,-8,35.323,80.738
179,-13.366,-8,33.477,80.301
180,-13.366,-8,31.755,80.643
181,-13.366,-8,36.414,84.828
182,-13.366,-8,32.284,80.796
183,-13.366,-8,30.214,80.718
184,-13.366,-8,32.860,80.607
185,-13.366,-8,32.834,81.044
186,-13.366,-8,28.745,81.095
187,-13.366,-8,27.747,80.262
188,-13.366,-8,28.922,80.577
189,-13.366,-8,31.690,81.874
190,-13.366,-8,30.654,81.214
191,-13.366,-8,36.845,85.349
192,-13.366,-8,35.169,84.347
193,-13.366,-8,34.916,82.841
194,-13.366,-8,33.323,83.385
195,-13.366,-8,32.436,82.948
196,-13.366,-8,28.149,83.695
197,-13.366,-8,34.712,85.663
198,-13.366,-8,34.834,84.024
199,-13.366,-8,32.796,84.402
200,-13.366,-8,32.554,85.010
201,-13.366,-8,32.423,83.164
202,-13.366,-8,34.029,85.594
203,-13.366,-8,28.948,82.896
204,-13.366,-8,29.667,83.503
205,-13.366,-8,28.572,86.646
206,-13.366,-8,36.541,87.752
207,-13.366,-8,29.374,86.312
208,-13.366,-8,34.717,85.406
209,-13.366,-8,32.350,87.310
210,-13.366,-8,28.811,87.502
211,-13.366,-8,31.370,87.515
212,-13.366,-8,32.155,87.857
213,-13.366,-8,32.546,88.240
214,-13.366,-8,43.793,92.872
215,-13.366,-8,28.028,86.570
216,-13.366,-8,31.452,86.755
217,-13.366,-8,28.308,87.697
218,-13.366,-8,34.655,88.307
219,-13.366,-8,30.265,85.912
220,-13.366,-8,41.742,92.673
221,-13.366,-8,34.076,89.996
222,-13.366,-8,30.471,89.679
223,-13.366,-8,32.441,90.976
225,-13.366,-8,43.533,91.238
226,-13.366,-8,31.263,89.555
227,-13.366,-8,21.426,91.424
232,-13.366,-8,26.274,90.010
