215.7545   | -13.3667  |   0  | 31.37421   | 77.70725  
215.7545   | -13.3667  |   0  | 31.73236   | 80.05269  
215.7544   | -13.36669 |   0  | 38.49551   | 75.40605  
215.7544   | -13.36669 |   0  | 42.13379   | 76.12422  
215.7544   | 13.36669  |   0  | 49.48456   | 82.40143  
215.7544   | -13.36669 |   0  | 26.29965   | 82.33144  
215.7544   | -13.36669 |  -9  | 38.3941    | 86.0707   
215.7544   | -13.36669 |  -6  | 42.16626   | 83.61716  
215.7544   | -13.36669 |   3  | 26.39572   | 82.58128  
197.8824   | -13.36671 |   0  | 31.45926   | 75.7896   
197.8824   | -13.36669 |   0  | 35.98651   | 71.71999  
197.8831   | 13.3667   |   0  | 45.36108   | 81.93221  
197.883    | 13.36669  |   0  | 45.28262   | 80.18281  
197.8355   | -13.36669 | -10  | 31.07458   | 84.93316  
197.8833   | -13.36669 |   5  | 31.50394   | 69.87036  
197.8355   | -13.36669 | -10  | 31.46347   | 82.01555  
197.8833   | -13.36669 |  -9  | 36.57553   | 81.8435   
197.8834   | 13.36669  |  -4  | 46.83221   | 76.60544  
197.8833   | 13.36669  |   7  | 45.36566   | 87.48756  
197.883    | 13.36669  |   7  | 45.57996   | 87.00718  
197.883    | -13.36669 |  -2  | 31.46185   | 77.0461   
197.8834   | -13.36669 |  -9  | 31.46136   | 81.57384  
197.8833   | -13.36669 |   6  | 31.505     | 69.27097  
197.883    | -13.36669 | -10  | 35.91962   | 85.08544  
197.8355   | 13.36669  |  -9  | 45.70279   | 67.86303  
197.883    | 13.36669  |   3  | 45.57135   | 78.77786  
197.883    | -13.36669 |  -6  | 31.45569   | 78.673    
197.883    | -13.36669 |  -3  | 35.95471   | 71.28886  
197.883    | -13.36669 |  -9  | 35.05417   | 80.85203  
197.883    | -13.36669 |   6  | 35.99997   | 68.29897  
197.8355   | 13.36669  | -10  | 45.6969    | 67.70541  
197.8834   | 13.36669  |  -2  | 46.83221   | 76.60544  
197.8834   | -13.36669 |  -5  | 31.42612   | 76.09147  
197.883    | -13.36669 |  -5  | 31.46265   | 77.42432  
197.883    | -13.36669 |  -3  | 31.44394   | 72.82877  
197.8355   | 13.36669  |  -9  | 45.70279   | 67.86303  
197.883    | -13.36669 |  -5  | 31.46265   | 77.42432  
197.8355   | -13.36669 |  -8  | 31.46344   | 82.0062   
197.8834   | -13.36669 | -10  | 31.46179   | 81.66061  
197.883    | -13.36669 |   4  | 49.93033   | 66.2225   
197.8834   | -13.36669 | -10  | 35.71164   | 82.03236  
189.9577   | -13.36669 |   0  | 24.93634   | 73.98731  
189.9577   | -13.36669 |   0  | 31.42639   | 71.96109  
189.9578   | -13.36669 |   0  | 31.52002   | 72.07237  
189.9926   | -13.36652 |   0  | 31.42532   | 70.35744  
189.9577   | -13.36668 |   0  | 31.42664   | 70.31921  
189.9577   | -13.36669 |   0  | 32.88855   | 71.35255  
189.9577   | 13.36669  |   0  | 45.30713   | 74.66811  
189.9577   | 13.36669  |   0  | 45.36002   | 76.70424  
189.9578   | 13.36669  |   0  | 50.53937   | 76.72072  
189.9926   | -13.36669 | -10  | 31.45053   | 82.42265  
189.9577   | -13.36669 |  -5  | 31.44073   | 77.66868  
189.9578   | -13.36669 | -10  | 31.48206   | 83.65405  
189.9577   | -13.36669 |  -8  | 31.46249   | 80.50971  
189.9577   | -13.36669 |  -6  | 31.46356   | 82.03328  
189.9577   | -13.36669 |   6  | 31.43784   | 69.43094  
189.9577   | -13.36669 |   7  | 32.87985   | 67.88195  
189.9577   | -13.36669 |   6  | 31.4212    | 69.03757  
189.9577   | -13.36669 |  -3  | 25.27283   | 81.97717  
189.9578   | -13.36669 |  -5  | 34.90173   | 79.70831  
189.9577   | 13.36669  |   6  | 28.12433   | 90.35258  
189.9578   | -13.36669 |   2  | 31.521     | 71.70819  
189.9577   | -13.36669 |  -2  | 32.89862   | 75.04519  
189.9577   | -13.36669 |   6  | 31.4212    | 69.03757  
189.9577   | -13.36669 |   7  | 41.77332   | 63.91238  
189.9577   | 13.36669  |   9  | 28.12457   | 90.35557  
189.9578   | -13.36669 |  -5  | 34.90173   | 79.70831  
189.9926   | -13.36669 |  -4  | 31.43643   | 76.22728  
189.9578   | 13.36669  |  -7  | 50.35733   | 72.42233  
189.9577   | -13.36669 |  -8  | 31.46249   | 80.50971  
189.9578   | -13.36669 |   0  | 31.51605   | 73.48997  
189.9577   | 13.36669  | -10  | 47.54205   | 69.91479  
189.9577   | -13.36669 |  -2  | 31.45813   | 78.5429   
189.9577   | -13.36669 |  -8  | 31.46078   | 80.89591  
189.9577   | -13.36669 |   3  | 32.8855    | 70.16309  
189.9578   | -13.36669 |   8  | 36.586     | 66.43694  
189.9926   | -13.36669 |   8  | 31.41925   | 66.86026  
189.9577   | -13.36669 |  10  | 25.25977   | 75.28944  
189.9577   | -13.36669 |  -8  | 31.44754   | 82.01203  
189.9577   | -13.36669 |  -2  | 23.20633   | 81.89639  
189.9577   | 13.36669  |  -3  | 47.85205   | 77.19255  
189.9577   | -13.36669 |   1  | 31.44962   | 75.76766  
189.9578   | -13.36669 | -10  | 31.48206   | 83.65405  
189.9577   | -13.36669 | -10  | 42.10007   | 86.44584  
189.9926   | -13.36669 |  -6  | 31.44138   | 78.55394  
189.9577   | -13.36669 |  -4  | 32.90546   | 77.37563  
189.9577   | 13.36669  |  -1  | 45.35974   | 76.21426  
189.9577   | 13.36669  |  -9  | 47.76944   | 68.60888  
189.9577   | -13.36669 |  -3  | 31.45636   | 78.96815  
189.9577   | -13.36669 |  -9  | 31.44968   | 82.85699  
189.9577   | 13.36669  |  -3  | 47.85205   | 77.19255  
189.9577   | -13.36669 |  -2  | 31.43353   | 74.0968   
189.9577   | -13.36669 |  -6  | 25.27292   | 82.01576  
189.9578   | -13.36669 |   4  | 31.52481   | 70.30035  
189.9577   | -13.36669 |  -7  | 31.46017   | 80.63943  
189.9577   | -13.36669 |  -2  | 32.89862   | 75.04519  
189.9577   | -13.36669 |  -8  | 31.44788   | 80.84037  
189.9577   | -13.36669 |   8  | 31.41986   | 68.25258  
189.9578   | -13.36669 |  -5  | 31.49921   | 78.97351  
189.9577   | -13.36669 |   1  | 31.44962   | 75.76766  
189.9577   | -13.36669 |  -4  | 25.27289   | 81.99522  
189.9578   | 13.36669  |  -7  | 50.35733   | 72.42233  
189.9577   | -13.36669 |   3  | 32.8855    | 70.1631   
189.9577   | -13.36669 |   4  | 23.20496   | 81.54985  
189.9578   | -13.36669 |  -5  | 34.90173   | 79.70831  
189.9577   | 13.36669  |   1  | 28.1235    | 90.3421   
189.9577   | 13.36669  |  -6  | 45.3588    | 74.59274  
189.9577   | -13.36669 |  -9  | 31.45001   | 81.71822  
189.9926   | -13.36669 |  -7  | 31.44382   | 79.64764  
189.9577   | -13.36669 |  -2  | 31.45813   | 78.5429   
189.9577   | -13.36669 |   5  | 31.44031   | 70.82837  
189.9578   | -13.36669 |  -6  | 31.49551   | 80.06179  
189.9577   | -13.36669 |  -9  | 31.44968   | 82.85699  
189.9577   | -13.36669 |   6  | 32.88092   | 68.32529  
189.9577   | 13.36669  |   5  | 28.12427   | 90.35117  
189.9577   | -13.36669 |  -4  | 31.46109   | 80.15514  
189.9578   | -13.36669 |  -6  | 41.71783   | 81.98289  
189.9577   | 13.36669  |   8  | 45.09769   | 86.49209  
189.9578   | -13.36669 |   3  | 31.52304   | 70.95721  
189.9577   | -13.36669 |  -9  | 31.46356   | 82.03328  
189.9577   | -13.36669 |  -1  | 31.43106   | 74.45506  
189.9577   | -13.36669 |   3  | 32.8855    | 70.16309  
189.9577   | 13.36669  |  -7  | 45.3587    | 74.39477  
189.9578   | -13.36669 |  -6  | 31.49551   | 80.06179  
189.9577   | 13.36669  |   5  | 45.09518   | 86.46809  
189.9578   | 13.36669  |   8  | 45.43842   | 87.4498   
189.9577   | -13.36669 |  -9  | 31.44968   | 82.85699  
189.9577   | -13.36669 |   8  | 41.77136   | 63.51828  
189.9577   | -13.36669 |  -9  | 32.92239   | 82.4529   
189.9577   | 13.36669  |   7  | 54.49966   | 96.16603  
189.9577   | 13.36669  |   5  | 45.09518   | 86.46809  
189.9577   | -13.36669 |   9  | 31.41934   | 67.95351  
189.9578   | 13.36669  |  -9  | 50.33185   | 71.78267  
189.9577   | 13.36669  |   7  | 54.49966   | 96.16603  
189.7968   | -13.36669 |  -1  | 23.33334   | 78.54963  
189.7968   | -13.36669 |   0  | 23.2063    | 80.07815  
189.7968   | -13.36669 |  -6  | 23.20648   | 81.92928  
189.7968   | -13.36669 |  -8  | 23.20679   | 82.00597  
189.7968   | -13.36669 |  -6  | 25.27295   | 82.02084  
189.7968   | -13.36669 |  -7  | 25.59027   | 82.02484  
189.7968   | -13.36669 |   9  | 31.4187    | 67.56855  
189.7968   | -13.36669 |   7  | 31.43445   | 67.42385  
189.7968   | -13.36669 |   4  | 31.42148   | 68.94993  
189.7968   | -13.36669 |   3  | 31.52579   | 69.92425  
189.7968   | -13.36669 |   3  | 31.45004   | 69.39417  
189.7968   | -13.36669 |   1  | 31.42587   | 71.68921  
189.7968   | -13.36669 |  -4  | 31.43204   | 76.47074  
189.7968   | -13.36669 |  -4  | 31.38629   | 74.4729   
189.7968   | -13.36669 |   4  | 36.586     | 66.43701  
189.7968   | -13.36669 |  -8  | 31.46259   | 80.533    
189.7968   | -13.36669 |  -9  | 31.44604   | 81.41641  
189.7968   | -13.36669 |  -9  | 31.40335   | 82.03328  
189.7968   | -13.36669 |  -9  | 31.61511   | 81.06247  
189.7968   | -13.36669 | -10  | 31.46152   | 81.20671  
189.7968   | -13.36669 |  -9  | 32.91721   | 81.00251  
189.7968   | -13.36669 |   6  | 42.57574   | 65.77641  
189.7968   | -13.36669 |  -6  | 35.23657   | 78.34185  
189.7968   | -13.36669 |  -6  | 34.90161   | 79.73531  
189.7968   | -13.36669 |  -9  | 35.37872   | 80.01423  
189.7968   | -13.36669 |  -6  | 36.46912   | 79.73531  
189.7968   | -13.36669 |  -5  | 42.9328    | 76.62123  
189.7968   | 13.36669  |  -6  | 47.56921   | 70.87555  
189.7968   | 13.36669  |  -8  | 46.65765   | 72.00921  
189.7968   | 13.36669  | -10  | 50.85623   | 70.73412  
189.7968   | 13.36669  |  -9  | 50.33182   | 71.78152  
189.7968   | 13.36669  |  -1  | 45.35971   | 79.23447  
189.7968   | -13.36669 |  -6  | 31.45944   | 80.32642  
189.7968   | 13.36669  |  -9  | 58.29532   | 71.69357  
189.7968   | 13.36669  |  -3  | 55.65616   | 77.5404   
189.7968   | -13.36669 |   5  | 31.42093   | 67.84378  
189.7968   | -13.36669 |   7  | 40.76599   | 67.18547  
189.7968   | -13.36669 |  -4  | 23.33463   | 78.95767  
189.7968   | -13.36669 |  -7  | 25.5896    | 82.02136  
189.7968   | -13.36669 |   4  | 26.20636   | 72.22805  
189.7968   | -13.36669 |  10  | 31.41891   | 67.43851  
189.7968   | -13.36669 |   7  | 36.586     | 66.43697  
189.7968   | -13.36669 |   1  | 31.44958   | 75.75159  
189.7968   | -13.36669 |  -3  | 31.43402   | 75.02642  
189.7968   | -13.36669 |  10  | 31.41891   | 67.70189  
189.7968   | -13.36669 |  -3  | 24.74374   | 82.02371  
189.7968   | -13.36669 | -10  | 31.4617    | 81.27707  
189.7968   | -13.36669 |   5  | 31.42218   | 67.75633  
189.7968   | -13.36669 |  -8  | 31.44666   | 82.02751  
189.7968   | -13.36669 |   3  | 31.52307   | 70.94627  
189.7968   | -13.36669 |  -3  | 31.43732   | 77.55684  
189.7968   | -13.36669 |   8  | 40.67313   | 66.43694  
189.7968   | -13.36669 |   6  | 31.42117   | 69.03038  
189.7968   | -13.36669 |  -8  | 25.27295   | 82.0252   
189.7968   | -13.36669 |   7  | 39.75742   | 63.8139   
189.7968   | -13.36669 |  -1  | 32.89539   | 73.90203  
189.7968   | -13.36669 |   8  | 39.95654   | 65.44518  
189.7968   | -13.36669 |  -9  | 38.67258   | 82.01375  
189.7968   | -13.36669 |  -3  | 31.5112    | 76.08665  
189.7968   | -13.36669 |  -8  | 34.90158   | 83.02946  
189.7968   | -13.36669 |   8  | 42.90665   | 67.50389  
189.7968   | 13.36669  |  -3  | 45.35834   | 75.41563  
189.7968   | 13.36669  |  -3  | 50.43951   | 74.42149  
189.7968   | 13.36669  |  -9  | 50.32629   | 71.64279  
189.7968   | 13.36669  |  -8  | 47.70007   | 70.80749  
189.7968   | 13.36669  |   2  | 45.36072   | 80.75089  
189.7968   | -13.36669 |  -6  | 36.09042   | 78.53264  
189.7968   | 13.36669  |   9  | 44.13666   | 90.88542  
189.7968   | 13.36669  |  -9  | 47.48386   | 70.6602   
189.7968   | -13.36669 |   2  | 31.42566   | 71.32782  
189.7968   | -13.36669 |   6  | 36.586     | 66.43698  
189.7968   | -13.36669 |   7  | 31.43539   | 68.00733  
189.7968   | -13.36669 |  -6  | 31.46356   | 82.03328  
189.7968   | -13.36669 |   9  | 31.41879   | 66.57938  
189.7968   | -13.36669 |  -1  | 31.45334   | 77.58316  
189.7968   | -13.36669 |  -5  | 31.46051   | 78.37717  
189.7968   | -13.36669 |   2  | 31.42691   | 72.23456  
189.7968   | -13.36669 |  -5  | 31.46158   | 80.27109  
189.7968   | -13.36669 |  -1  | 29.98721   | 76.8851   
189.7968   | -13.36669 |  10  | 31.53085   | 67.96955  
189.7968   | -13.36669 |  -1  | 31.45337   | 77.59044  
189.7968   | -13.36669 |   1  | 31.42725   | 72.44222  
189.7968   | -13.36669 |  -1  | 31.43103   | 74.43841  
189.7968   | -13.36669 |  -4  | 35.23471   | 78.422    
189.7968   | -13.36669 |   5  | 40.67313   | 66.43697  
189.7968   | -13.36669 |  -4  | 34.90179   | 79.69315  
189.7968   | -13.36669 |   4  | 32.8837    | 69.44842  
189.7968   | 13.36669  |  -9  | 47.51553   | 70.60816  
189.7968   | 13.36669  |   2  | 33.3089    | 86.45283  
189.7968   | -13.36669 |  -9  | 34.90155   | 83.03504  
189.7968   | 13.36669  |  -9  | 47.54294   | 69.94617  
189.7968   | -13.36669 |  -7  | 31.50818   | 80.72601  
189.7968   | -13.36669 |   9  | 40.98959   | 66.57938  
189.7968   | -13.36669 |   3  | 23.32922   | 77.17959  
189.7968   | 13.36669  |   7  | 40.34286   | 86.2663   
189.7968   | -13.36669 |  -2  | 44.21094   | 75.44415  
189.7968   | 13.36669  |   3  | 44.69928   | 82.66342  
189.7968   | -13.36669 |  -7  | 31.44275   | 79.1758   
189.7968   | -13.36669 |   3  | 23.20306   | 81.06911  
189.7968   | -13.36669 |  -7  | 31.44208   | 81.48799  
189.7968   | 13.36669  |  -1  | 45.35971   | 76.21233  
189.7968   | 13.36669  |   1  | 45.36035   | 77.25935  
189.7968   | -13.36669 |  -2  | 42.92783   | 75.02735  
189.7968   | 13.36669  |   0  | 51.16388   | 78.03355  
189.7968   | -13.36669 |   9  | 31.43628   | 70.59019  
189.7968   | -13.36669 |   0  | 23.20605   | 80.01262  
189.7968   | 13.36669  |  -6  | 47.46185   | 71.03766  
189.7968   | 13.36669  |  -9  | 47.69293   | 70.49778  
189.7968   | 13.36669  |   0  | 45.36002   | 79.67855  
189.7968   | 13.36669  |   8  | 36.17331   | 85.50722  
189.7968   | 13.36669  | -10  | 45.19635   | 71.37206  
189.7968   | -13.36669 |  -1  | 31.43103   | 74.20905  
189.7968   | 13.36669  |  -7  | 58.31024   | 72.25306  
189.7968   | -13.36669 |   5  | 31.44025   | 70.80685  
189.7968   | -13.36669 |   8  | 31.42029   | 68.51722  
189.7968   | -13.36669 |  -5  | 31.46503   | 77.64913  
189.7968   | -13.36669 |  -8  | 31.46356   | 82.03328  
189.7968   | -13.36669 |  -5  | 31.43887   | 77.38313  
189.7968   | -13.36669 |   7  | 31.52863   | 68.83402  
189.7968   | -13.36669 |  -8  | 31.44751   | 81.99815  
189.7968   | -13.36669 |  -8  | 31.46249   | 82.17167  
189.7968   | -13.36669 | -10  | 31.45166   | 83.594    
189.7968   | 13.36669  |   3  | 33.31091   | 86.47377  
189.7968   | -13.36669 |   2  | 31.44745   | 74.66998  
189.7968   | 13.36669  |  -4  | 45.45502   | 76.70062  
189.7968   | -13.36669 |   6  | 40.67313   | 66.43696  
189.7968   | 13.36669  |  -5  | 46.65811   | 72.87939  
189.7968   | -13.36669 |  10  | 32.87753   | 66.93584  
189.7968   | 13.36669  |  -3  | 50.43951   | 74.42149  
189.7968   | 13.36669  | -10  | 47.77032   | 68.63987  
189.7968   | -13.36669 |   3  | 31.5238    | 69.98416  
189.7968   | -13.36669 |  -3  | 43.68091   | 78.5191   
189.7968   | -13.36669 |   5  | 23.2012    | 80.58378  
189.7968   | 13.36669  |  -5  | 39.87067   | 77.73265  
189.7968   | -13.36669 |   0  | 25.55637   | 81.85345  
189.7968   | 13.36669  |  -5  | 45.22229   | 72.16771  
189.7968   | -13.36669 |  -6  | 31.46356   | 82.03328  
189.7968   | 13.36669  |  -8  | 45.21259   | 70.30933  
189.7968   | 13.36669  |  -8  | 45.35858   | 74.22631  
189.7968   | -13.36669 |  -2  | 23.20633   | 80.09016  
189.7968   | -13.36669 |  10  | 36.586     | 66.43693  
189.7968   | 13.36669  |   8  | 45.09763   | 86.49163  
189.7968   | 13.36669  |  -9  | 50.32629   | 71.64279  
189.7968   | -13.36669 |  -2  | 31.45496   | 78.33099  
189.7968   | -13.36669 |   5  | 31.42206   | 69.27748  
189.7968   | -13.36669 |  -2  | 42.92783   | 75.02735  
189.7968   | 13.36669  | -10  | 45.19635   | 71.37206  
189.7968   | -13.36669 |  -3  | 31.46161   | 78.06992  
189.7968   | -13.36669 |  -9  | 31.4613    | 81.10377  
189.7968   | -13.36669 |   9  | 31.41879   | 66.57938  
189.7968   | -13.36669 |  -6  | 24.74384   | 82.03029  
189.7968   | -13.36669 |   7  | 31.42099   | 68.92628  
189.7968   | -13.36669 |   6  | 31.43781   | 69.40909  
189.7968   | -13.36669 |   6  | 31.42117   | 69.03038  
189.7968   | -13.36669 |  -4  | 35.23471   | 78.422    
189.7968   | -13.36669 |   8  | 31.41983   | 68.24751  
189.7968   | -13.36669 |  -1  | 25.27271   | 81.91112  
189.7968   | -13.36669 |  -7  | 31.44662   | 82.02667  
189.7968   | -13.36669 | -10  | 31.48212   | 83.64296  
189.7968   | -13.36669 |  -3  | 43.68091   | 78.5191   
189.7968   | -13.36669 |   3  | 32.88547   | 70.15141  
189.7968   | -13.36669 |  -3  | 25.58078   | 81.97699  
189.7968   | -13.36669 |  -6  | 31.45944   | 80.32642  
189.7968   | 13.36669  |  -3  | 39.9101    | 78.57072  
189.7968   | -13.36669 |  -4  | 37.14853   | 76.20489  
189.7968   | -13.36669 |   1  | 23.20584   | 81.77473  
189.7968   | -13.36669 |  -7  | 34.90161   | 79.72997  
189.7968   | 13.36669  |  -5  | 45.44727   | 76.61314  
189.7968   | 13.36669  |  -9  | 50.87149   | 71.12777  
189.7968   | 13.36669  | -10  | 47.54205   | 69.91409  
189.7968   | 13.36669  | -10  | 47.53845   | 69.78628  
189.7968   | -13.36669 |   1  | 31.42725   | 72.20163  
189.7968   | -13.36669 |   8  | 31.43314   | 66.63553  
189.7968   | -13.36669 |   1  | 27.38553   | 78.50003  
189.7968   | 13.36669  |  -9  | 47.48386   | 70.86208  
189.7968   | -13.36669 |  -4  | 30.3927    | 76.77947  
189.7968   | -13.36669 |   1  | 24.74329   | 81.9885   
189.7968   | -13.36669 |  -3  | 43.68091   | 78.5191   
189.7968   | 13.36669  |  -8  | 45.21231   | 71.86329  
189.7968   | -13.36669 |   2  | 31.42691   | 72.23456  
189.7968   | -13.36669 |   5  | 31.44025   | 70.80685  
189.7968   | -13.36669 |  -2  | 31.43317   | 75.5365   
189.7968   | -13.36669 |  -7  | 31.44556   | 83.85879  
189.7968   | -13.36669 |   0  | 31.45157   | 76.73506  
189.7968   | -13.36669 |  -1  | 31.43103   | 74.43841  
189.7968   | -13.36669 |   2  | 42.91592   | 70.95179  
189.7968   | -13.36669 |  -2  | 31.50998   | 75.56927  
189.7968   | -13.36669 |  -1  | 25.27271   | 81.91112  
189.7968   | -13.36669 |  -3  | 37.66019   | 75.02642  
189.7968   | 13.36669  |  -6  | 50.37341   | 72.82117  
189.7968   | 13.36669  |   8  | 45.43842   | 87.4498   
189.7968   | -13.36669 |  -4  | 34.90179   | 79.69315  
189.7968   | -13.36669 |  -9  | 31.46356   | 82.03328  
